date,Open,High,Low,Close,거래량,거래대금,상장시가총액,Change,press_c,0_percent_c,1_percent_c,2_percent_c,뉴스개수_c,press_f,0_percent_f,1_percent_f,2_percent_f,뉴스개수_f,부정_c,긍정_c,중립_c,부정_f,긍정_f,중립_f
20211007,932.65,953.48,932.32,953.43,1353557216,10685900000000.0,406546000000000.0,3.368532894,일반언론,0.31520223152022314,0.08647140864714087,0.5983263598326359,717.0,네이버금융,0.21428571428571427,0.7857142857142857,0.0,14,226.0,62.0,429.0,3.0,11.0,0.0
20211008,959.81,961.72,948.02,953.11,1339875035,11200300000000.0,406605000000000.0,-0.0335630303,일반언론,0.2938076416337286,0.11462450592885376,0.5915678524374176,759.0,네이버금융,0.4666666666666667,0.4,0.13333333333333333,15,223.0,87.0,449.0,7.0,6.0,2.0
20211012,951.12,951.12,936.95,940.15,1142383534,8629240000000.0,401106000000000.0,-1.359759104,일반언론,0.26339969372128635,0.11485451761102604,0.6217457886676876,653.0,네이버금융,0.875,0.0625,0.0625,16,172.0,75.0,406.0,14.0,1.0,1.0
20211013,939.4,954.63,939.28,953.47,1049502909,9340620000000.0,406746000000000.0,1.416795192,일반언론,0.2768115942028985,0.10289855072463767,0.6202898550724638,690.0,네이버금융,0.4666666666666667,0.5333333333333333,0.0,15,191.0,71.0,428.0,7.0,8.0,0.0
20211014,960.58,983.63,960.52,983.43,1191419853,11105900000000.0,419563000000000.0,3.142206886,일반언론,0.2369186046511628,0.13953488372093023,0.623546511627907,688.0,네이버금융,0.375,0.625,0.0,16,163.0,96.0,429.0,6.0,10.0,0.0
20211015,990.24,992.16,981.83,990.54,1365015404,11765000000000.0,422904000000000.0,0.722979775,일반언론,0.2867540029112082,0.10771470160116449,0.6055312954876274,687.0,네이버금융,0.3125,0.5625,0.125,16,197.0,74.0,416.0,5.0,9.0,2.0
20211018,992.57,997.92,985.14,993.86,1188921086,9740210000000.0,424331000000000.0,0.335170715,일반언론,0.27502338634237605,0.10102899906454631,0.6239476145930777,1069.0,네이버금융,0.3684210526315789,0.47368421052631576,0.15789473684210525,19,294.0,108.0,667.0,7.0,9.0,3.0
20211019,997.57,1005.35,997.1,1005.35,1375183920,12240800000000.0,429311000000000.0,1.156098444,일반언론,0.28171091445427726,0.12831858407079647,0.5899705014749262,678.0,네이버금융,0.23529411764705882,0.6470588235294118,0.11764705882352941,17,191.0,87.0,400.0,4.0,11.0,2.0
20211020,1009.11,1011.55,1001.1,1001.62,1552193249,11827300000000.0,427826000000000.0,-0.371015069,일반언론,0.3121301775147929,0.10059171597633136,0.5872781065088757,676.0,네이버금융,0.6,0.2,0.2,15,211.0,68.0,397.0,9.0,3.0,3.0
20211021,1003.48,1004.61,992.04,993.7,1559956716,11817300000000.0,424749000000000.0,-0.790719035,일반언론,0.28304597701149425,0.11781609195402298,0.5991379310344828,696.0,네이버금융,0.7333333333333333,0.2,0.06666666666666667,15,197.0,82.0,417.0,11.0,3.0,1.0
20211022,992.22,1000.15,989.43,995.07,1161757809,10771200000000.0,425781000000000.0,0.137868572,일반언론,0.2868741542625169,0.17050067658998647,0.5426251691474966,739.0,네이버금융,0.6,0.3333333333333333,0.06666666666666667,15,212.0,126.0,401.0,9.0,5.0,1.0
20211025,994.75,995.39,986.55,994.31,1061836072,8737160000000.0,425438000000000.0,-0.0763765363,일반언론,0.2670509125840538,0.10278578290105668,0.6301633045148896,1041.0,네이버금융,0.5,0.2222222222222222,0.2777777777777778,18,278.0,107.0,656.0,9.0,4.0,5.0
20211026,1000.32,1011.76,1000.29,1011.76,1330616766,9991540000000.0,432990000000000.0,1.75498587,일반언론,0.24777448071216618,0.10682492581602374,0.6454005934718101,674.0,네이버금융,0.11764705882352941,0.6470588235294118,0.23529411764705882,17,167.0,72.0,435.0,2.0,11.0,4.0
20211027,1012.91,1013.17,1006.03,1008.95,1273224675,11207900000000.0,431940000000000.0,-0.27773385,일반언론,0.28892215568862273,0.1347305389221557,0.5763473053892215,668.0,네이버금융,0.4666666666666667,0.2,0.3333333333333333,15,193.0,90.0,385.0,7.0,3.0,5.0
20211028,1008.93,1011.5,999.59,1000.13,1311944369,11407400000000.0,428184000000000.0,-0.874176124,일반언론,0.27359781121751026,0.12038303693570451,0.6060191518467852,731.0,네이버금융,0.875,0.0625,0.0625,16,200.0,88.0,443.0,14.0,1.0,1.0
20211029,1004.91,1005.19,991.03,992.33,1318558678,10407000000000.0,425206000000000.0,-0.779898613,일반언론,0.25738396624472576,0.1209563994374121,0.6216596343178622,711.0,네이버금융,0.7647058823529411,0.23529411764705882,0.0,17,183.0,86.0,442.0,13.0,4.0,0.0
20211101,995.56,1001.25,994.28,998.57,1173729999,10938600000000.0,429085000000000.0,0.628823073,일반언론,0.26590693257359926,0.1168091168091168,0.6172839506172839,1053.0,네이버금융,0.6666666666666666,0.19047619047619047,0.14285714285714285,21,280.0,123.0,650.0,14.0,4.0,3.0
20211102,1000.96,1012.2,1000.96,1009.44,1399930759,10826800000000.0,433942000000000.0,1.088556636,일반언론,0.23676470588235293,0.12352941176470589,0.6397058823529411,680.0,네이버금융,0.25,0.5625,0.1875,16,161.0,84.0,435.0,4.0,9.0,3.0
20211103,1011.2,1013.68,1003.66,1005.0,1099571601,10258800000000.0,432055000000000.0,-0.439847836,일반언론,0.27682737169517885,0.1104199066874028,0.6127527216174183,643.0,네이버금융,0.5,0.3125,0.1875,16,178.0,71.0,394.0,8.0,5.0,3.0
20211104,1012.62,1015.72,995.73,1001.43,1227813093,11418100000000.0,430353000000000.0,-0.355223881,일반언론,0.26944444444444443,0.125,0.6055555555555555,720.0,네이버금융,0.75,0.25,0.0,16,194.0,90.0,436.0,12.0,4.0,0.0
20211105,1006.04,1006.04,995.35,1001.35,1253704592,11271600000000.0,430422000000000.0,-0.00798857634,일반언론,0.272863568215892,0.1454272863568216,0.5817091454272864,667.0,네이버금융,0.7857142857142857,0.14285714285714285,0.07142857142857142,14,182.0,97.0,388.0,11.0,2.0,1.0
20211108,999.08,1003.18,988.36,1002.5,1254164590,10375400000000.0,430896000000000.0,0.114844959,일반언론,0.25626204238921,0.11368015414258188,0.630057803468208,1038.0,네이버금융,0.47368421052631576,0.3157894736842105,0.21052631578947367,19,266.0,118.0,654.0,9.0,6.0,4.0
20211109,1002.51,1010.79,1002.51,1008.68,1245497354,11659300000000.0,433588000000000.0,0.616458853,일반언론,0.28075253256150506,0.11432706222865413,0.6049204052098408,691.0,네이버금융,0.3125,0.5625,0.125,16,194.0,79.0,418.0,5.0,9.0,2.0
20211110,1006.59,1006.9,983.82,987.75,1476502817,14354200000000.0,425780000000000.0,-2.074989095,일반언론,0.2793053545586107,0.11866859623733719,0.6020260492040521,691.0,네이버금융,1.0,0.0,0.0,14,193.0,82.0,416.0,14.0,0.0,0.0
20211111,981.42,994.69,979.68,992.65,1108639885,12919700000000.0,427848000000000.0,0.496076943,일반언론,0.23002754820936638,0.13360881542699724,0.6363636363636364,726.0,네이버금융,0.7333333333333333,0.26666666666666666,0.0,15,167.0,97.0,462.0,11.0,4.0,0.0
20211112,999.29,1009.15,998.14,1009.07,856017580,11961700000000.0,435405000000000.0,1.654158062,일반언론,0.23939393939393938,0.14545454545454545,0.6151515151515151,660.0,네이버금융,0.17647058823529413,0.7058823529411765,0.11764705882352941,17,158.0,96.0,406.0,3.0,12.0,2.0
20211115,1016.35,1029.07,1016.16,1029.03,932602849,11727300000000.0,444075000000000.0,1.978059005,일반언론,0.31900668576886343,0.09455587392550144,0.5864374403056352,1047.0,네이버금융,0.22727272727272727,0.22727272727272727,0.5454545454545454,22,334.0,99.0,614.0,5.0,5.0,12.0
20211116,1029.35,1035.98,1027.07,1035.46,995271359,13409000000000.0,446579000000000.0,0.624860305,일반언론,0.2338935574229692,0.12885154061624648,0.6372549019607843,714.0,네이버금융,0.8235294117647058,0.11764705882352941,0.058823529411764705,17,167.0,92.0,455.0,14.0,2.0,1.0
20211117,1039.36,1039.36,1028.02,1031.26,1410240728,16138300000000.0,445377000000000.0,-0.405616827,일반언론,0.2661764705882353,0.12794117647058822,0.6058823529411764,680.0,네이버금융,0.47058823529411764,0.29411764705882354,0.23529411764705882,17,181.0,87.0,412.0,8.0,5.0,4.0
20211118,1033.16,1034.51,1018.13,1032.77,1467430336,14920600000000.0,446204000000000.0,0.146422823,일반언론,0.25217391304347825,0.12028985507246377,0.6275362318840579,690.0,네이버금융,0.875,0.125,0.0,16,174.0,83.0,433.0,14.0,2.0,0.0
20211119,1032.07,1042.4,1029.54,1041.92,1268957422,13397500000000.0,450938000000000.0,0.885966866,일반언론,0.26586102719033233,0.11329305135951662,0.620845921450151,662.0,네이버금융,0.3333333333333333,0.3333333333333333,0.3333333333333333,15,176.0,75.0,411.0,5.0,5.0,5.0
20211122,1043.55,1045.36,1023.13,1032.31,1320324223,14537300000000.0,447133000000000.0,-0.922335688,일반언론,0.29282296650717704,0.08421052631578947,0.6229665071770335,1045.0,네이버금융,0.2777777777777778,0.2777777777777778,0.4444444444444444,18,306.0,88.0,651.0,5.0,5.0,8.0
20211123,1024.33,1029.08,1012.95,1013.72,1037747986,11656500000000.0,439265000000000.0,-1.800815646,일반언론,0.26080246913580246,0.12654320987654322,0.6126543209876543,648.0,네이버금융,0.7647058823529411,0.11764705882352941,0.11764705882352941,17,169.0,82.0,397.0,13.0,2.0,2.0
20211124,1015.23,1021.13,1003.19,1020.13,1023600040,11197100000000.0,442043000000000.0,0.632324508,일반언론,0.3144560357675112,0.12965722801788376,0.555886736214605,671.0,네이버금융,0.7142857142857143,0.2857142857142857,0.0,14,211.0,87.0,373.0,10.0,4.0,0.0
20211125,1023.41,1025.9,1015.62,1015.66,1097455962,11633800000000.0,439681000000000.0,-0.438179448,일반언론,0.2821997105643994,0.1287988422575977,0.5890014471780028,691.0,네이버금융,0.8666666666666667,0.06666666666666667,0.06666666666666667,15,195.0,89.0,407.0,13.0,1.0,1.0
20211126,1017.9,1021.15,999.4,1005.89,1239981144,14129200000000.0,435589000000000.0,-0.961936081,일반언론,0.24926253687315633,0.10914454277286136,0.6415929203539823,678.0,네이버금융,0.9230769230769231,0.07692307692307693,0.0,13,169.0,74.0,435.0,12.0,1.0,0.0
20211129,986.64,1002.79,980.26,992.34,1347690421,13027900000000.0,429666000000000.0,-1.347065783,일반언론,0.3039485766758494,0.09917355371900827,0.5968778696051423,1089.0,네이버금융,0.7777777777777778,0.16666666666666666,0.05555555555555555,18,331.0,108.0,650.0,14.0,3.0,1.0
20211130,1003.04,1004.83,960.84,965.63,1356752020,15438600000000.0,418808000000000.0,-2.691617792,일반언론,0.256797583081571,0.11027190332326284,0.6329305135951662,662.0,네이버금융,0.5882352941176471,0.23529411764705882,0.17647058823529413,17,170.0,73.0,419.0,10.0,4.0,3.0
20211201,969.9,977.73,949.86,977.15,1079797538,12151000000000.0,423862000000000.0,1.193003531,일반언론,0.3132530120481928,0.10090361445783133,0.5858433734939759,664.0,네이버금융,0.6666666666666666,0.26666666666666666,0.06666666666666667,15,208.0,67.0,389.0,10.0,4.0,1.0
20211202,967.34,978.16,961.98,977.43,1091537350,12346700000000.0,424000000000000.0,0.0286547613,일반언론,0.28794326241134754,0.13049645390070921,0.5815602836879432,705.0,네이버금융,0.625,0.3125,0.0625,16,203.0,92.0,410.0,10.0,5.0,1.0
20211203,981.65,998.49,977.91,998.47,1211827400,10563300000000.0,433214000000000.0,2.152583817,일반언론,0.28837209302325584,0.09767441860465116,0.6139534883720931,645.0,네이버금융,0.4375,0.375,0.1875,16,186.0,63.0,396.0,7.0,6.0,3.0
20211206,990.07,994.15,980.87,991.87,1060487530,10411800000000.0,430238000000000.0,-0.661011347,일반언론,0.30093457943925234,0.11401869158878504,0.5850467289719626,1070.0,네이버금융,0.5,0.1,0.4,20,322.0,122.0,626.0,10.0,2.0,8.0
20211207,996.89,999.52,991.07,996.64,1017251343,11173700000000.0,432398000000000.0,0.480909797,일반언론,0.25299401197604793,0.13323353293413173,0.6137724550898204,668.0,네이버금융,0.375,0.5625,0.0625,16,169.0,89.0,410.0,6.0,9.0,1.0
20211208,1006.61,1012.64,1003.92,1006.04,1065606558,12033900000000.0,436476000000000.0,0.943169048,일반언론,0.2608695652173913,0.12903225806451613,0.6100981767180925,713.0,네이버금융,0.375,0.5,0.125,16,186.0,92.0,435.0,6.0,8.0,2.0
20211209,1009.29,1022.87,1009.29,1022.87,1060993102,11094300000000.0,443671000000000.0,1.67289571,일반언론,0.26262626262626265,0.1240981240981241,0.6132756132756133,693.0,네이버금융,0.26666666666666666,0.5333333333333333,0.2,15,182.0,86.0,425.0,4.0,8.0,3.0
20211210,1016.34,1018.42,1010.02,1011.57,1153420893,11060400000000.0,439847000000000.0,-1.104734717,일반언론,0.3076923076923077,0.11328671328671329,0.579020979020979,715.0,네이버금융,0.8125,0.0625,0.125,16,220.0,81.0,414.0,13.0,1.0,2.0
20211213,1014.27,1014.9,1005.96,1005.96,1339322710,11497800000000.0,437471000000000.0,-0.554583469,일반언론,0.3172613307618129,0.09546769527483125,0.5872709739633558,1037.0,네이버금융,0.3333333333333333,0.3333333333333333,0.3333333333333333,18,329.0,99.0,609.0,6.0,6.0,6.0
20211214,1001.11,1007.73,996.85,1002.81,1081580537,10304000000000.0,436213000000000.0,-0.313133723,일반언론,0.29737609329446063,0.12099125364431487,0.5816326530612245,686.0,네이버금융,0.8666666666666667,0.0,0.13333333333333333,15,204.0,83.0,399.0,13.0,0.0,2.0
20211215,1002.18,1007.44,999.21,1003.52,1125306039,10406600000000.0,436596000000000.0,0.0708010491,일반언론,0.30500758725341426,0.12291350531107739,0.5720789074355084,659.0,네이버금융,0.6875,0.0,0.3125,16,201.0,81.0,377.0,11.0,0.0,5.0
20211216,1013.05,1016.32,1006.9,1007.86,1336914031,12447300000000.0,438852000000000.0,0.432477679,일반언론,0.28407460545193686,0.11764705882352941,0.5982783357245337,697.0,네이버금융,0.2,0.8,0.0,15,198.0,82.0,417.0,3.0,12.0,0.0
20211217,1001.51,1005.36,995.93,1001.26,1095248020,10335800000000.0,436220000000000.0,-0.654852857,일반언론,0.3084795321637427,0.12719298245614036,0.564327485380117,684.0,네이버금융,0.47058823529411764,0.29411764705882354,0.23529411764705882,17,211.0,87.0,386.0,8.0,5.0,4.0
20211220,1001.17,1004.75,990.51,990.51,1009820662,10568800000000.0,431776000000000.0,-1.073647205,일반언론,0.3118580765639589,0.11391223155929038,0.5742296918767507,1071.0,네이버금융,0.5555555555555556,0.2222222222222222,0.2222222222222222,18,334.0,122.0,615.0,10.0,4.0,4.0
20211221,994.53,997.3,982.43,996.6,1371817709,11768300000000.0,434549000000000.0,0.614834782,일반언론,0.27606461086637296,0.11013215859030837,0.6138032305433186,681.0,네이버금융,0.4375,0.4375,0.125,16,188.0,75.0,418.0,7.0,7.0,2.0
20211222,1004.1,1005.23,999.05,1000.13,1182499203,10925700000000.0,436199000000000.0,0.354204295,일반언론,0.27113702623906705,0.141399416909621,0.5874635568513119,686.0,네이버금융,0.25,0.5625,0.1875,16,186.0,97.0,403.0,4.0,9.0,3.0
20211223,1004.45,1007.42,1001.48,1003.31,1435842578,11871000000000.0,437821000000000.0,0.317958665,일반언론,0.26220362622036264,0.11576011157601115,0.6220362622036262,717.0,네이버금융,0.3125,0.625,0.0625,16,188.0,83.0,446.0,5.0,10.0,1.0
20211224,1008.05,1010.98,1005.61,1007.42,1235763775,10866400000000.0,439629000000000.0,0.409644078,일반언론,0.26527570789865873,0.13114754098360656,0.6035767511177347,671.0,네이버금융,0.3333333333333333,0.4666666666666667,0.2,15,178.0,88.0,405.0,5.0,7.0,3.0
20211227,1008.9,1013.7,1006.87,1011.36,1151529210,10044600000000.0,437281000000000.0,0.391098052,일반언론,0.29411764705882354,0.12632594021215043,0.579556412729026,1037.0,네이버금융,0.47058823529411764,0.29411764705882354,0.23529411764705882,17,305.0,131.0,601.0,8.0,5.0,4.0
20211228,1016.29,1027.45,1014.39,1027.44,1286746402,13243100000000.0,444228000000000.0,1.589938301,일반언론,0.25,0.12272727272727273,0.6272727272727273,660.0,네이버금융,0.3125,0.5625,0.125,16,165.0,81.0,414.0,5.0,9.0,2.0
20211229,1028.46,1034.05,1022.73,1028.05,950937045,11683600000000.0,443469000000000.0,0.0593708635,일반언론,0.28012519561815336,0.10172143974960876,0.6181533646322379,639.0,네이버금융,0.7647058823529411,0.23529411764705882,0.0,17,179.0,65.0,395.0,13.0,4.0,0.0
20211230,1029.74,1034.87,1021.59,1033.98,907418457,10102600000000.0,446297000000000.0,0.576820194,일반언론,0.28217054263565894,0.13178294573643412,0.586046511627907,645.0,네이버금융,0.35294117647058826,0.35294117647058826,0.29411764705882354,17,182.0,85.0,378.0,6.0,6.0,5.0
20220103,1038.97,1039.67,1030.57,1037.83,1054529978,10092600000000.0,448124000000000.0,0.372347628,일반언론,0.25989672977624784,0.153184165232358,0.5869191049913941,581.0,네이버금융,0.0,0.5,0.5,6,151.0,89.0,341.0,0.0,3.0,3.0
20220104,1041.07,1041.29,1025.23,1031.66,1324120700,12139400000000.0,445674000000000.0,-0.594509698,일반언론,0.23589001447178004,0.13603473227206947,0.6280752532561505,691.0,네이버금융,0.16666666666666666,0.6666666666666666,0.16666666666666666,12,163.0,94.0,434.0,2.0,8.0,2.0
20220105,1029.12,1029.12,1007.84,1009.62,1500450916,12047800000000.0,436919000000000.0,-2.136362755,일반언론,0.26194144838212635,0.10631741140215717,0.6317411402157165,649.0,네이버금융,0.4,0.45,0.15,20,170.0,69.0,410.0,8.0,9.0,3.0
20220106,993.6,1003.01,979.83,980.3,1461244707,11947600000000.0,424545000000000.0,-2.904062915,일반언론,0.2765647743813683,0.11208151382823872,0.611353711790393,687.0,네이버금융,0.3333333333333333,0.5,0.16666666666666666,18,190.0,77.0,420.0,6.0,9.0,3.0
20220107,986.18,997.02,986.18,995.16,1470712915,9820270000000.0,431724000000000.0,1.515862491,일반언론,0.290625,0.0890625,0.6203125,640.0,네이버금융,0.5,0.2777777777777778,0.2222222222222222,18,186.0,57.0,397.0,9.0,5.0,4.0
20220110,992.49,992.49,976.41,980.38,1270478402,9536210000000.0,425457000000000.0,-1.485188311,일반언론,0.31522793404461685,0.08341416100872939,0.6013579049466538,1031.0,네이버금융,0.4,0.3333333333333333,0.26666666666666666,30,325.0,86.0,620.0,12.0,10.0,8.0
20220111,982.44,985.13,962.91,969.92,1280482436,9752760000000.0,420951000000000.0,-1.06693323,일반언론,0.2876712328767123,0.106544901065449,0.6057838660578386,657.0,네이버금융,0.3333333333333333,0.5833333333333334,0.08333333333333333,12,189.0,70.0,398.0,4.0,7.0,1.0
20220112,978.69,991.71,978.69,991.33,1158100024,9981840000000.0,430201000000000.0,2.207398548,일반언론,0.28763040238450077,0.11624441132637854,0.5961251862891207,671.0,네이버금융,0.7222222222222222,0.0,0.2777777777777778,18,193.0,78.0,400.0,13.0,0.0,5.0
20220113,994.55,994.55,981.31,983.25,1235146232,10045000000000.0,426726000000000.0,-0.815066628,일반언론,0.34036144578313254,0.125,0.5346385542168675,664.0,네이버금융,0.2631578947368421,0.5263157894736842,0.21052631578947367,19,226.0,83.0,355.0,5.0,10.0,4.0
20220114,971.11,977.69,967.19,971.39,1367327453,9305690000000.0,421695000000000.0,-1.206203916,일반언론,0.3343558282208589,0.09815950920245399,0.5674846625766872,652.0,네이버금융,0.5882352941176471,0.17647058823529413,0.23529411764705882,17,218.0,64.0,370.0,10.0,3.0,4.0
20220117,971.81,971.81,954.82,957.9,1111747598,7852820000000.0,415425000000000.0,-1.388731611,일반언론,0.30754536771728747,0.09169054441260745,0.600764087870105,1047.0,네이버금융,0.6785714285714286,0.10714285714285714,0.21428571428571427,28,322.0,96.0,629.0,19.0,3.0,6.0
20220118,959.98,969.17,942.11,943.94,1070286086,8179890000000.0,409391000000000.0,-1.45735463,일반언론,0.30134932533733133,0.0944527736131934,0.6041979010494752,667.0,네이버금융,0.6363636363636364,0.0,0.36363636363636365,11,201.0,63.0,403.0,7.0,0.0,4.0
20220119,935.06,944.81,929.15,933.9,1224551812,7749000000000.0,405063000000000.0,-1.063626925,일반언론,0.3143712574850299,0.1122754491017964,0.5733532934131736,668.0,네이버금융,0.42857142857142855,0.5,0.07142857142857142,14,210.0,75.0,383.0,6.0,7.0,1.0
20220120,934.0,958.7,933.97,958.7,1043809180,7188210000000.0,416430000000000.0,2.655530571,일반언론,0.28717201166180756,0.11807580174927114,0.5947521865889213,686.0,네이버금융,0.25,0.5,0.25,16,197.0,81.0,408.0,4.0,8.0,4.0
20220121,950.67,958.38,937.48,942.85,1128911326,7949730000000.0,409743000000000.0,-1.653280484,일반언론,0.3235747303543914,0.08628659476117104,0.5901386748844376,649.0,네이버금융,0.23529411764705882,0.5882352941176471,0.17647058823529413,17,210.0,56.0,383.0,4.0,10.0,3.0
20220124,935.13,935.13,911.02,915.4,1038913331,7938020000000.0,398459000000000.0,-2.911385692,일반언론,0.3166823751178134,0.08765315739868049,0.5956644674835061,1061.0,네이버금융,0.42857142857142855,0.21428571428571427,0.35714285714285715,28,336.0,93.0,632.0,12.0,6.0,10.0
20220125,920.95,923.07,883.17,889.44,1286527934,8856270000000.0,387167000000000.0,-2.835918724,일반언론,0.27089337175792505,0.14265129682997119,0.5864553314121037,694.0,네이버금융,0.15384615384615385,0.46153846153846156,0.38461538461538464,13,188.0,99.0,407.0,2.0,6.0,5.0
20220126,892.01,900.38,881.68,882.09,1116983736,8871980000000.0,384058000000000.0,-0.826362655,일반언론,0.2950354609929078,0.14042553191489363,0.5645390070921986,705.0,네이버금융,0.47058823529411764,0.4117647058823529,0.11764705882352941,17,208.0,99.0,398.0,8.0,7.0,2.0
20220127,884.23,885.0,847.34,849.23,1174848537,9037590000000.0,369828000000000.0,-3.725243456,일반언론,0.3073463268365817,0.1409295352323838,0.5517241379310345,667.0,네이버금융,0.5789473684210527,0.15789473684210525,0.2631578947368421,19,205.0,94.0,368.0,11.0,3.0,5.0
20220128,852.57,872.87,835.55,872.87,1028107642,9071940000000.0,380260000000000.0,2.783698174,일반언론,0.3053545586107091,0.12735166425470332,0.5672937771345875,691.0,네이버금융,0.8823529411764706,0.0,0.11764705882352941,17,211.0,88.0,392.0,15.0,0.0,2.0
20220203,887.85,898.37,887.02,891.6,1079998296,9307430000000.0,388467000000000.0,2.145794906,일반언론,0.3092105263157895,0.12335526315789473,0.5674342105263158,608.0,네이버금융,0.4666666666666667,0.3333333333333333,0.2,15,188.0,75.0,345.0,7.0,5.0,3.0
20220204,888.51,902.87,886.93,902.87,1053336697,9138400000000.0,393766000000000.0,1.26401974,일반언론,0.3516819571865443,0.0963302752293578,0.5519877675840978,654.0,네이버금융,0.6666666666666666,0.2777777777777778,0.05555555555555555,18,230.0,63.0,361.0,12.0,5.0,1.0
20220207,905.96,905.96,893.91,899.4,901974599,8037460000000.0,392418000000000.0,-0.38432997,일반언론,0.30880929332042595,0.08809293320425944,0.6030977734753146,1033.0,네이버금융,0.32142857142857145,0.5,0.17857142857142858,28,319.0,91.0,623.0,9.0,14.0,5.0
20220208,900.7,907.24,887.54,895.27,1184929632,9593500000000.0,391098000000000.0,-0.459195019,일반언론,0.2696296296296296,0.10518518518518519,0.6251851851851852,675.0,네이버금융,0.9090909090909091,0.0,0.09090909090909091,11,182.0,71.0,422.0,10.0,0.0,1.0
20220209,904.07,910.53,900.86,910.53,890473957,6782620000000.0,397834000000000.0,1.704513722,일반언론,0.2857142857142857,0.10245310245310245,0.6118326118326118,693.0,네이버금융,0.3684210526315789,0.3684210526315789,0.2631578947368421,19,198.0,71.0,424.0,7.0,7.0,5.0
20220210,914.65,914.92,893.21,895.68,858885055,7714200000000.0,391411000000000.0,-1.630918256,일반언론,0.3103448275862069,0.14367816091954022,0.5459770114942529,696.0,네이버금융,0.6,0.2,0.2,20,216.0,100.0,380.0,12.0,4.0,4.0
20220211,885.31,889.42,877.28,877.42,1025547169,7707270000000.0,383603000000000.0,-2.038674527,일반언론,0.281767955801105,0.11187845303867404,0.606353591160221,724.0,네이버금융,1.0,0.0,0.0,3,204.0,81.0,439.0,3.0,0.0,0.0
20220214,864.49,867.24,850.28,852.79,889899460,6732110000000.0,372834000000000.0,-2.807093524,일반언론,0.32558139534883723,0.09581395348837209,0.5786046511627907,1075.0,네이버금융,0.4444444444444444,0.2222222222222222,0.3333333333333333,9,350.0,103.0,622.0,4.0,2.0,3.0
20220215,855.62,860.4,837.83,839.92,1036347162,6961350000000.0,367243000000000.0,-1.509164038,일반언론,0.26029411764705884,0.10735294117647058,0.6323529411764706,680.0,네이버금융,0.3076923076923077,0.38461538461538464,0.3076923076923077,13,177.0,73.0,430.0,4.0,5.0,4.0
20220216,857.54,878.15,857.54,878.15,876748382,7281490000000.0,383989000000000.0,4.551623964,일반언론,0.3058470764617691,0.07946026986506746,0.6146926536731634,667.0,네이버금융,0.35294117647058826,0.47058823529411764,0.17647058823529413,17,204.0,53.0,410.0,6.0,8.0,3.0
