,press,date,0_percent,1_percent,2_percent
0,네이버금융,20210601,0.35714285714285715,0.5,0.14285714285714285
1,네이버금융,20210602,0.5,0.3888888888888889,0.1111111111111111
2,네이버금융,20210603,0.15789473684210525,0.7368421052631579,0.10526315789473684
3,네이버금융,20210604,0.7894736842105263,0.10526315789473684,0.10526315789473684
4,네이버금융,20210605,0.0,1.0,0.0
5,네이버금융,20210606,0.25,0.25,0.5
6,네이버금융,20210607,0.6153846153846154,0.38461538461538464,0.0
7,네이버금융,20210608,0.55,0.1,0.35
8,네이버금융,20210609,0.625,0.1875,0.1875
9,네이버금융,20210610,0.631578947368421,0.05263157894736842,0.3157894736842105
10,네이버금융,20210611,0.5263157894736842,0.3157894736842105,0.15789473684210525
11,네이버금융,20210612,0.3333333333333333,0.6666666666666666,0.0
12,네이버금융,20210613,0.2857142857142857,0.0,0.7142857142857143
13,네이버금융,20210614,0.5,0.25,0.25
14,네이버금융,20210615,0.3,0.5,0.2
15,네이버금융,20210616,0.2631578947368421,0.42105263157894735,0.3157894736842105
16,네이버금융,20210617,0.5,0.2222222222222222,0.2777777777777778
17,네이버금융,20210618,0.47368421052631576,0.2631578947368421,0.2631578947368421
18,네이버금융,20210619,1.0,0.0,0.0
19,네이버금융,20210620,0.0,0.5714285714285714,0.42857142857142855
20,네이버금융,20210621,0.75,0.16666666666666666,0.08333333333333333
21,네이버금융,20210622,0.3,0.5,0.2
22,네이버금융,20210623,0.47368421052631576,0.47368421052631576,0.05263157894736842
23,네이버금융,20210624,0.7,0.15,0.15
24,네이버금융,20210625,0.47058823529411764,0.47058823529411764,0.058823529411764705
25,네이버금융,20210626,0.5,0.5,0.0
26,네이버금융,20210627,0.0,0.8,0.2
27,네이버금융,20210628,0.4166666666666667,0.25,0.3333333333333333
28,네이버금융,20210629,0.5,0.25,0.25
29,네이버금융,20210630,0.5263157894736842,0.42105263157894735,0.05263157894736842
30,네이버금융,20210701,0.6111111111111112,0.2777777777777778,0.1111111111111111
31,네이버금융,20210702,0.55,0.35,0.1
32,네이버금융,20210703,0.0,1.0,0.0
33,네이버금융,20210704,0.0,0.625,0.375
34,네이버금융,20210705,0.2727272727272727,0.6363636363636364,0.09090909090909091
35,네이버금융,20210706,0.3333333333333333,0.4666666666666667,0.2
36,네이버금융,20210707,0.5882352941176471,0.23529411764705882,0.17647058823529413
37,네이버금융,20210708,0.7777777777777778,0.1111111111111111,0.1111111111111111
38,네이버금융,20210709,0.8823529411764706,0.0,0.11764705882352941
39,네이버금융,20210710,0.0,1.0,0.0
40,네이버금융,20210711,0.5714285714285714,0.2857142857142857,0.14285714285714285
41,네이버금융,20210712,0.18181818181818182,0.6363636363636364,0.18181818181818182
42,네이버금융,20210713,0.42105263157894735,0.42105263157894735,0.15789473684210525
43,네이버금융,20210714,0.625,0.3125,0.0625
44,네이버금융,20210715,0.5,0.4375,0.0625
45,네이버금융,20210716,0.9444444444444444,0.0,0.05555555555555555
46,네이버금융,20210717,1.0,0.0,0.0
47,네이버금융,20210718,0.125,0.0,0.875
48,네이버금융,20210719,0.9090909090909091,0.0,0.09090909090909091
49,네이버금융,20210720,0.8,0.1,0.1
50,네이버금융,20210721,0.6666666666666666,0.3333333333333333,0.0
51,네이버금융,20210722,0.2777777777777778,0.7222222222222222,0.0
52,네이버금융,20210723,0.47368421052631576,0.3684210526315789,0.15789473684210525
53,네이버금융,20210724,0.0,1.0,0.0
54,네이버금융,20210725,0.25,0.125,0.625
55,네이버금융,20210726,0.9090909090909091,0.09090909090909091,0.0
56,네이버금융,20210727,0.5882352941176471,0.4117647058823529,0.0
57,네이버금융,20210728,0.7222222222222222,0.05555555555555555,0.2222222222222222
58,네이버금융,20210729,0.5263157894736842,0.2631578947368421,0.21052631578947367
59,네이버금융,20210730,0.75,0.1875,0.0625
60,네이버금융,20210731,1.0,0.0,0.0
61,네이버금융,20210801,0.3333333333333333,0.16666666666666666,0.5
62,네이버금융,20210802,0.4166666666666667,0.4166666666666667,0.16666666666666666
63,네이버금융,20210803,0.45,0.4,0.15
64,네이버금융,20210804,0.2777777777777778,0.6666666666666666,0.05555555555555555
65,네이버금융,20210805,0.5882352941176471,0.23529411764705882,0.17647058823529413
66,네이버금융,20210806,0.5333333333333333,0.3333333333333333,0.13333333333333333
67,네이버금융,20210807,0.0,1.0,0.0
68,네이버금융,20210808,0.0,0.5714285714285714,0.42857142857142855
69,네이버금융,20210809,0.2727272727272727,0.36363636363636365,0.36363636363636365
70,네이버금융,20210810,0.875,0.0625,0.0625
71,네이버금융,20210811,0.6875,0.25,0.0625
72,네이버금융,20210812,0.625,0.375,0.0
73,네이버금융,20210813,0.7857142857142857,0.14285714285714285,0.07142857142857142
74,네이버금융,20210814,0.0,1.0,0.0
75,네이버금융,20210815,0.4,0.0,0.6
76,네이버금융,20210816,1.0,0.0,0.0
77,네이버금융,20210817,0.6842105263157895,0.2631578947368421,0.05263157894736842
78,네이버금융,20210818,0.7058823529411765,0.23529411764705882,0.058823529411764705
79,네이버금융,20210819,0.8235294117647058,0.058823529411764705,0.11764705882352941
80,네이버금융,20210820,0.8888888888888888,0.1111111111111111,0.0
81,네이버금융,20210821,0.0,1.0,0.0
82,네이버금융,20210822,0.2857142857142857,0.0,0.7142857142857143
83,네이버금융,20210823,0.18181818181818182,0.6363636363636364,0.18181818181818182
84,네이버금융,20210824,0.15789473684210525,0.8421052631578947,0.0
85,네이버금융,20210825,0.375,0.4375,0.1875
86,네이버금융,20210826,0.5882352941176471,0.29411764705882354,0.11764705882352941
87,네이버금융,20210827,0.5555555555555556,0.2222222222222222,0.2222222222222222
88,네이버금융,20210828,0.25,0.75,0.0
89,네이버금융,20210829,0.14285714285714285,0.42857142857142855,0.42857142857142855
90,네이버금융,20210830,0.2727272727272727,0.5454545454545454,0.18181818181818182
91,네이버금융,20210831,0.2631578947368421,0.631578947368421,0.10526315789473684
92,네이버금융,20210901,0.5,0.3333333333333333,0.16666666666666666
93,네이버금융,20210902,0.7647058823529411,0.11764705882352941,0.11764705882352941
94,네이버금융,20210903,0.35714285714285715,0.42857142857142855,0.21428571428571427
95,네이버금융,20210904,1.0,0.0,0.0
96,네이버금융,20210905,0.5714285714285714,0.0,0.42857142857142855
97,네이버금융,20210906,0.5833333333333334,0.16666666666666666,0.25
98,네이버금융,20210907,0.6,0.26666666666666666,0.13333333333333333
99,네이버금융,20210908,0.875,0.0625,0.0625
100,네이버금융,20210909,0.9285714285714286,0.0,0.07142857142857142
101,네이버금융,20210910,0.3125,0.5,0.1875
102,네이버금융,20210911,1.0,0.0,0.0
103,네이버금융,20210912,0.6666666666666666,0.0,0.3333333333333333
104,네이버금융,20210913,0.8181818181818182,0.09090909090909091,0.09090909090909091
105,네이버금융,20210914,0.35714285714285715,0.2857142857142857,0.35714285714285715
106,네이버금융,20210915,0.5294117647058824,0.47058823529411764,0.0
107,네이버금융,20210916,0.8666666666666667,0.13333333333333333,0.0
108,네이버금융,20210917,0.5882352941176471,0.35294117647058826,0.058823529411764705
109,네이버금융,20210918,1.0,0.0,0.0
110,네이버금융,20210919,1.0,0.0,0.0
111,네이버금융,20210921,1.0,0.0,0.0
112,네이버금융,20210922,0.2,0.4,0.4
113,네이버금융,20210923,0.5294117647058824,0.4117647058823529,0.058823529411764705
114,네이버금융,20210924,0.42857142857142855,0.42857142857142855,0.14285714285714285
115,네이버금융,20210925,1.0,0.0,0.0
116,네이버금융,20210926,0.8333333333333334,0.16666666666666666,0.0
117,네이버금융,20210927,0.5555555555555556,0.3333333333333333,0.1111111111111111
118,네이버금융,20210928,0.7333333333333333,0.13333333333333333,0.13333333333333333
119,네이버금융,20210929,0.8571428571428571,0.07142857142857142,0.07142857142857142
120,네이버금융,20210930,0.5625,0.375,0.0625
121,네이버금융,20211001,0.9375,0.0,0.0625
122,네이버금융,20211002,0.0,1.0,0.0
123,네이버금융,20211003,0.6,0.2,0.2
124,네이버금융,20211005,0.5,0.14285714285714285,0.35714285714285715
125,네이버금융,20211006,0.6923076923076923,0.3076923076923077,0.0
126,네이버금융,20211007,0.21428571428571427,0.7857142857142857,0.0
127,네이버금융,20211008,0.4666666666666667,0.4,0.13333333333333333
128,네이버금융,20211009,0.0,1.0,0.0
129,네이버금융,20211010,0.8333333333333334,0.16666666666666666,0.0
130,네이버금융,20211011,1.0,0.0,0.0
131,네이버금융,20211012,0.875,0.0625,0.0625
132,네이버금융,20211013,0.4666666666666667,0.5333333333333333,0.0
133,네이버금융,20211014,0.375,0.625,0.0
134,네이버금융,20211015,0.3125,0.5625,0.125
135,네이버금융,20211016,0.0,1.0,0.0
136,네이버금융,20211017,0.16666666666666666,0.6666666666666666,0.16666666666666666
137,네이버금융,20211018,0.5454545454545454,0.2727272727272727,0.18181818181818182
138,네이버금융,20211019,0.23529411764705882,0.6470588235294118,0.11764705882352941
139,네이버금융,20211020,0.6,0.2,0.2
140,네이버금융,20211021,0.7333333333333333,0.2,0.06666666666666667
141,네이버금융,20211022,0.6,0.3333333333333333,0.06666666666666667
142,네이버금융,20211023,0.6666666666666666,0.3333333333333333,0.0
143,네이버금융,20211024,0.25,0.0,0.75
144,네이버금융,20211025,0.5454545454545454,0.2727272727272727,0.18181818181818182
145,네이버금융,20211026,0.11764705882352941,0.6470588235294118,0.23529411764705882
146,네이버금융,20211027,0.4666666666666667,0.2,0.3333333333333333
147,네이버금융,20211028,0.875,0.0625,0.0625
148,네이버금융,20211029,0.7647058823529411,0.23529411764705882,0.0
149,네이버금융,20211030,1.0,0.0,0.0
150,네이버금융,20211031,0.5,0.16666666666666666,0.3333333333333333
151,네이버금융,20211101,0.6666666666666666,0.25,0.08333333333333333
152,네이버금융,20211102,0.25,0.5625,0.1875
153,네이버금융,20211103,0.5,0.3125,0.1875
154,네이버금융,20211104,0.75,0.25,0.0
155,네이버금융,20211105,0.7857142857142857,0.14285714285714285,0.07142857142857142
156,네이버금융,20211106,0.0,1.0,0.0
157,네이버금융,20211107,0.0,0.5,0.5
158,네이버금융,20211108,0.8181818181818182,0.09090909090909091,0.09090909090909091
159,네이버금융,20211109,0.3125,0.5625,0.125
160,네이버금융,20211110,1.0,0.0,0.0
161,네이버금융,20211111,0.7333333333333333,0.26666666666666666,0.0
162,네이버금융,20211112,0.17647058823529413,0.7058823529411765,0.11764705882352941
163,네이버금융,20211113,0.0,0.5,0.5
164,네이버금융,20211114,0.16666666666666666,0.0,0.8333333333333334
165,네이버금융,20211115,0.3333333333333333,0.25,0.4166666666666667
166,네이버금융,20211116,0.8235294117647058,0.11764705882352941,0.058823529411764705
167,네이버금융,20211117,0.47058823529411764,0.29411764705882354,0.23529411764705882
168,네이버금융,20211118,0.875,0.125,0.0
169,네이버금융,20211119,0.3333333333333333,0.3333333333333333,0.3333333333333333
170,네이버금융,20211120,1.0,0.0,0.0
171,네이버금융,20211121,0.0,0.3333333333333333,0.6666666666666666
172,네이버금융,20211122,0.36363636363636365,0.2727272727272727,0.36363636363636365
173,네이버금융,20211123,0.7647058823529411,0.11764705882352941,0.11764705882352941
174,네이버금융,20211124,0.7142857142857143,0.2857142857142857,0.0
175,네이버금융,20211125,0.8666666666666667,0.06666666666666667,0.06666666666666667
176,네이버금융,20211126,0.9230769230769231,0.07692307692307693,0.0
177,네이버금융,20211127,1.0,0.0,0.0
178,네이버금융,20211128,0.8,0.2,0.0
179,네이버금융,20211129,0.7272727272727273,0.18181818181818182,0.09090909090909091
180,네이버금융,20211130,0.5882352941176471,0.23529411764705882,0.17647058823529413
181,네이버금융,20211201,0.6666666666666666,0.26666666666666666,0.06666666666666667
182,네이버금융,20211202,0.625,0.3125,0.0625
183,네이버금융,20211203,0.4375,0.375,0.1875
184,네이버금융,20211204,0.6666666666666666,0.0,0.3333333333333333
185,네이버금융,20211205,0.6,0.0,0.4
186,네이버금융,20211206,0.4166666666666667,0.16666666666666666,0.4166666666666667
187,네이버금융,20211207,0.375,0.5625,0.0625
188,네이버금융,20211208,0.375,0.5,0.125
189,네이버금융,20211209,0.26666666666666666,0.5333333333333333,0.2
190,네이버금융,20211210,0.8125,0.0625,0.125
191,네이버금융,20211211,0.0,1.0,0.0
192,네이버금융,20211212,0.3333333333333333,0.16666666666666666,0.5
193,네이버금융,20211213,0.36363636363636365,0.36363636363636365,0.2727272727272727
194,네이버금융,20211214,0.8666666666666667,0.0,0.13333333333333333
195,네이버금융,20211215,0.6875,0.0,0.3125
196,네이버금융,20211216,0.2,0.8,0.0
197,네이버금융,20211217,0.47058823529411764,0.29411764705882354,0.23529411764705882
198,네이버금융,20211218,1.0,0.0,0.0
199,네이버금융,20211219,0.0,0.5,0.5
200,네이버금융,20211220,0.8181818181818182,0.09090909090909091,0.09090909090909091
201,네이버금융,20211221,0.4375,0.4375,0.125
202,네이버금융,20211222,0.25,0.5625,0.1875
203,네이버금융,20211223,0.3125,0.625,0.0625
204,네이버금융,20211224,0.3333333333333333,0.4666666666666667,0.2
205,네이버금융,20211225,0.0,0.0,1.0
206,네이버금융,20211226,0.0,0.6666666666666666,0.3333333333333333
207,네이버금융,20211227,0.8,0.1,0.1
208,네이버금융,20211228,0.3125,0.5625,0.125
209,네이버금융,20211229,0.7647058823529411,0.23529411764705882,0.0
210,네이버금융,20211230,0.35294117647058826,0.35294117647058826,0.29411764705882354
211,네이버금융,20211231,0.75,0.125,0.125
212,네이버금융,20220101,1.0,0.0,0.0
213,네이버금융,20220103,0.0,0.5,0.5
214,네이버금융,20220104,0.16666666666666666,0.6666666666666666,0.16666666666666666
215,네이버금융,20220105,0.4,0.45,0.15
216,네이버금융,20220106,0.3333333333333333,0.5,0.16666666666666666
217,네이버금융,20220107,0.5,0.2777777777777778,0.2222222222222222
218,네이버금융,20220108,0.5,0.3,0.2
219,네이버금융,20220109,0.0,1.0,0.0
220,네이버금융,20220110,0.25,0.25,0.5
221,네이버금융,20220111,0.3333333333333333,0.5833333333333334,0.08333333333333333
222,네이버금융,20220112,0.7222222222222222,0.0,0.2777777777777778
223,네이버금융,20220113,0.2631578947368421,0.5263157894736842,0.21052631578947367
224,네이버금융,20220114,0.5882352941176471,0.17647058823529413,0.23529411764705882
225,네이버금융,20220115,0.7894736842105263,0.15789473684210525,0.05263157894736842
226,네이버금융,20220116,1.0,0.0,0.0
227,네이버금융,20220117,0.16666666666666666,0.0,0.8333333333333334
228,네이버금융,20220118,0.6363636363636364,0.0,0.36363636363636365
229,네이버금융,20220119,0.42857142857142855,0.5,0.07142857142857142
230,네이버금융,20220120,0.25,0.5,0.25
231,네이버금융,20220121,0.23529411764705882,0.5882352941176471,0.17647058823529413
232,네이버금융,20220122,0.5,0.3,0.2
233,네이버금융,20220123,1.0,0.0,0.0
234,네이버금융,20220124,0.0,0.0,1.0
235,네이버금융,20220125,0.15384615384615385,0.46153846153846156,0.38461538461538464
236,네이버금융,20220126,0.47058823529411764,0.4117647058823529,0.11764705882352941
237,네이버금융,20220127,0.5789473684210527,0.15789473684210525,0.2631578947368421
238,네이버금융,20220128,0.8823529411764706,0.0,0.11764705882352941
239,네이버금융,20220129,0.7058823529411765,0.17647058823529413,0.11764705882352941
240,네이버금융,20220130,1.0,0.0,0.0
241,네이버금융,20220131,0.0,0.4,0.6
242,네이버금융,20220201,0.25,0.6666666666666666,0.08333333333333333
243,네이버금융,20220202,0.4444444444444444,0.5,0.05555555555555555
244,네이버금융,20220203,0.4666666666666667,0.3333333333333333,0.2
245,네이버금융,20220204,0.6666666666666666,0.2777777777777778,0.05555555555555555
246,네이버금융,20220205,0.3157894736842105,0.5789473684210527,0.10526315789473684
247,네이버금융,20220206,0.3333333333333333,0.6666666666666666,0.0
248,네이버금융,20220207,0.3333333333333333,0.16666666666666666,0.5
249,네이버금융,20220208,0.9090909090909091,0.0,0.09090909090909091
250,네이버금융,20220209,0.3684210526315789,0.3684210526315789,0.2631578947368421
251,네이버금융,20220210,0.6,0.2,0.2
252,네이버금융,20220211,1.0,0.0,0.0
253,네이버금융,20220212,1.0,0.0,0.0
254,네이버금융,20220213,0.0,1.0,0.0
255,네이버금융,20220214,0.25,0.0,0.75
256,네이버금융,20220215,0.3076923076923077,0.38461538461538464,0.3076923076923077
257,네이버금융,20220216,0.35294117647058826,0.47058823529411764,0.17647058823529413
258,네이버금융,20220217,0.6111111111111112,0.16666666666666666,0.2222222222222222
259,네이버금융,20220218,0.7333333333333333,0.2,0.06666666666666667
260,네이버금융,20220219,0.6666666666666666,0.2777777777777778,0.05555555555555555
261,네이버금융,20220220,0.6666666666666666,0.3333333333333333,0.0
262,네이버금융,20220221,0.0,0.2857142857142857,0.7142857142857143
263,네이버금융,20220222,0.8461538461538461,0.07692307692307693,0.07692307692307693
264,네이버금융,20220223,0.8,0.15,0.05
265,네이버금융,20220224,0.5294117647058824,0.23529411764705882,0.23529411764705882
266,네이버금융,20220225,0.5,0.3888888888888889,0.1111111111111111
267,네이버금융,20220226,0.8947368421052632,0.0,0.10526315789473684
268,네이버금융,20220227,1.0,0.0,0.0
269,네이버금융,20220228,0.25,0.5,0.25
270,네이버금융,20220301,0.6,0.0,0.4
271,네이버금융,20220302,0.15,0.7,0.15
272,네이버금융,20220303,0.42105263157894735,0.3684210526315789,0.21052631578947367
273,네이버금융,20220304,0.7777777777777778,0.1111111111111111,0.1111111111111111
274,네이버금융,20220305,0.7368421052631579,0.15789473684210525,0.10526315789473684
275,네이버금융,20220306,0.5,0.5,0.0
276,네이버금융,20220307,0.625,0.0,0.375
277,네이버금융,20220308,0.6666666666666666,0.3333333333333333,0.0
278,네이버금융,20220309,0.7,0.2,0.1
279,네이버금융,20220310,0.6842105263157895,0.15789473684210525,0.15789473684210525
280,네이버금융,20220311,0.47058823529411764,0.5294117647058824,0.0
281,네이버금융,20220312,0.2,0.65,0.15
282,네이버금융,20220313,0.3333333333333333,0.0,0.6666666666666666
283,네이버금융,20220314,0.25,0.25,0.5
284,네이버금융,20220315,0.6923076923076923,0.07692307692307693,0.23076923076923078
285,네이버금융,20220316,0.5,0.45,0.05
286,네이버금융,20220317,0.5789473684210527,0.2631578947368421,0.15789473684210525
287,네이버금융,20220318,0.2777777777777778,0.5555555555555556,0.16666666666666666
288,네이버금융,20220319,0.85,0.0,0.15
289,네이버금융,20220320,1.0,0.0,0.0
290,네이버금융,20220321,0.25,0.375,0.375
291,네이버금융,20220322,0.6923076923076923,0.23076923076923078,0.07692307692307693
292,네이버금융,20220323,0.42105263157894735,0.3157894736842105,0.2631578947368421
293,네이버금융,20220324,0.7777777777777778,0.2222222222222222,0.0
294,네이버금융,20220325,0.5555555555555556,0.3333333333333333,0.1111111111111111
295,네이버금융,20220326,0.4444444444444444,0.4444444444444444,0.1111111111111111
296,네이버금융,20220327,0.0,0.5,0.5
297,네이버금융,20220328,0.125,0.0,0.875
298,네이버금융,20220329,0.38461538461538464,0.3076923076923077,0.3076923076923077
299,네이버금융,20220330,0.5,0.4,0.1
300,네이버금융,20220331,0.8333333333333334,0.1111111111111111,0.05555555555555555
301,네이버금융,20220401,0.29411764705882354,0.47058823529411764,0.23529411764705882
302,네이버금융,20220402,0.2631578947368421,0.5789473684210527,0.15789473684210525
303,네이버금융,20220404,0.0,0.2857142857142857,0.7142857142857143
304,네이버금융,20220405,0.25,0.6666666666666666,0.08333333333333333
305,네이버금융,20220406,0.2777777777777778,0.6666666666666666,0.05555555555555555
306,네이버금융,20220407,0.1875,0.625,0.1875
307,네이버금융,20220408,0.35294117647058826,0.5294117647058824,0.11764705882352941
308,네이버금융,20220409,0.4444444444444444,0.5,0.05555555555555555
309,네이버금융,20220410,0.5,0.5,0.0
310,네이버금융,20220411,0.0,0.8571428571428571,0.14285714285714285
311,네이버금융,20220412,0.08333333333333333,0.6666666666666666,0.25
312,네이버금융,20220413,0.3684210526315789,0.3684210526315789,0.2631578947368421
313,네이버금융,20220414,0.42105263157894735,0.42105263157894735,0.15789473684210525
314,네이버금융,20220415,0.5,0.3,0.2
315,네이버금융,20220416,0.15789473684210525,0.7894736842105263,0.05263157894736842
316,네이버금융,20220417,0.0,1.0,0.0
317,네이버금융,20220418,0.0,0.8333333333333334,0.16666666666666666
318,네이버금융,20220419,0.6923076923076923,0.07692307692307693,0.23076923076923078
319,네이버금융,20220420,0.5555555555555556,0.4444444444444444,0.0
320,네이버금융,20220421,0.95,0.0,0.05
321,네이버금융,20220422,0.3888888888888889,0.5,0.1111111111111111
322,네이버금융,20220423,0.4444444444444444,0.3333333333333333,0.2222222222222222
323,네이버금융,20220424,0.3333333333333333,0.6666666666666666,0.0
324,네이버금융,20220425,0.0,0.7142857142857143,0.2857142857142857
325,네이버금융,20220426,0.23076923076923078,0.6153846153846154,0.15384615384615385
326,네이버금융,20220427,0.631578947368421,0.2631578947368421,0.10526315789473684
327,네이버금융,20220428,0.631578947368421,0.2631578947368421,0.10526315789473684
328,네이버금융,20220429,0.7058823529411765,0.17647058823529413,0.11764705882352941
329,네이버금융,20220430,0.47368421052631576,0.21052631578947367,0.3157894736842105
330,네이버금융,20220501,0.5,0.5,0.0
331,네이버금융,20220502,0.2857142857142857,0.0,0.7142857142857143
332,네이버금융,20220503,0.8461538461538461,0.0,0.15384615384615385
333,네이버금융,20220504,0.23529411764705882,0.47058823529411764,0.29411764705882354
334,네이버금융,20220505,1.0,0.0,0.0
335,네이버금융,20220506,0.3888888888888889,0.5,0.1111111111111111
336,네이버금융,20220507,0.2631578947368421,0.47368421052631576,0.2631578947368421
337,네이버금융,20220508,0.5,0.5,0.0
338,네이버금융,20220509,0.14285714285714285,0.42857142857142855,0.42857142857142855
339,네이버금융,20220510,0.3,0.5,0.2
340,네이버금융,20220511,0.8421052631578947,0.10526315789473684,0.05263157894736842
341,네이버금융,20220512,0.8888888888888888,0.0,0.1111111111111111
342,네이버금융,20220513,0.8888888888888888,0.1111111111111111,0.0
343,네이버금융,20220514,0.17647058823529413,0.7647058823529411,0.058823529411764705
344,네이버금융,20220515,0.0,0.6666666666666666,0.3333333333333333
345,네이버금융,20220516,0.42857142857142855,0.2857142857142857,0.2857142857142857
346,네이버금융,20220517,0.6153846153846154,0.23076923076923078,0.15384615384615385
347,네이버금융,20220518,0.5555555555555556,0.3333333333333333,0.1111111111111111
348,네이버금융,20220519,1.0,0.0,0.0
349,네이버금융,20220520,0.95,0.05,0.0
350,네이버금융,20220521,0.3888888888888889,0.3333333333333333,0.2777777777777778
351,네이버금융,20220522,0.6666666666666666,0.3333333333333333,0.0
352,네이버금융,20220523,0.7142857142857143,0.0,0.2857142857142857
353,네이버금융,20220524,1.0,0.0,0.0
354,네이버금융,20220525,0.2,0.65,0.15
355,네이버금융,20220526,0.7894736842105263,0.15789473684210525,0.05263157894736842
356,네이버금융,20220527,0.47368421052631576,0.21052631578947367,0.3157894736842105
357,네이버금융,20220528,0.5555555555555556,0.3333333333333333,0.1111111111111111
358,네이버금융,20220529,0.0,0.5,0.5
359,네이버금융,20220530,0.14285714285714285,0.5714285714285714,0.2857142857142857
360,네이버금융,20220531,0.3076923076923077,0.6153846153846154,0.07692307692307693
361,네이버금융,20220601,0.35714285714285715,0.5,0.14285714285714285
362,네이버금융,20220602,0.5,0.3888888888888889,0.1111111111111111
363,네이버금융,20220603,0.15789473684210525,0.7368421052631579,0.10526315789473684
364,네이버금융,20220604,0.7894736842105263,0.10526315789473684,0.10526315789473684
365,네이버금융,20220605,0.0,1.0,0.0
366,네이버금융,20220606,0.25,0.25,0.5
367,네이버금융,20220607,0.6153846153846154,0.38461538461538464,0.0
368,네이버금융,20220608,0.55,0.1,0.35
369,네이버금융,20220609,0.625,0.1875,0.1875
370,네이버금융,20220610,0.631578947368421,0.05263157894736842,0.3157894736842105
371,네이버금융,20220611,0.5263157894736842,0.3157894736842105,0.15789473684210525
372,네이버금융,20220612,0.3333333333333333,0.6666666666666666,0.0
373,네이버금융,20220613,0.2857142857142857,0.0,0.7142857142857143
374,네이버금융,20220614,0.5,0.25,0.25
375,네이버금융,20220615,0.3,0.5,0.2
376,네이버금융,20220616,0.2631578947368421,0.42105263157894735,0.3157894736842105
377,네이버금융,20220617,0.5,0.2222222222222222,0.2777777777777778
378,네이버금융,20220618,0.47368421052631576,0.2631578947368421,0.2631578947368421
379,네이버금융,20220619,1.0,0.0,0.0
380,네이버금융,20220620,0.0,0.5714285714285714,0.42857142857142855
381,네이버금융,20220621,0.75,0.16666666666666666,0.08333333333333333
382,네이버금융,20220622,0.3,0.5,0.2
383,네이버금융,20220623,0.47368421052631576,0.47368421052631576,0.05263157894736842
384,네이버금융,20220624,0.7,0.15,0.15
385,네이버금융,20220625,0.47058823529411764,0.47058823529411764,0.058823529411764705
386,네이버금융,20220626,0.5,0.5,0.0
387,네이버금융,20220627,0.0,0.8,0.2
388,네이버금융,20220628,0.4166666666666667,0.25,0.3333333333333333
389,네이버금융,20220629,0.5,0.25,0.25
390,네이버금융,20220630,0.5263157894736842,0.42105263157894735,0.05263157894736842
